Unnamed: 0,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,ACK Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Init Bwd Win Byts,Fwd Act Data Pkts,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
38412,80817,2,1,596,103,298,298,298.0,0.0,103,103,103.0,0.0,8649.170348,37.12090278,40408.5,57129.27817,80805,12,12,12.0,0.0,12,12,0,0.0,0.0,0,0,0,16,8,24.74726852,12.37363426,103,298,200.5,112.5833025,12675.0,0,0,0,0,0,267.3333333,298.0,103.0,-1,2,0.0,0.0,0,0,0.0,0.0,0,0,1
38413,132186,1,2,98,389,98,98,98.0,0.0,291,98,194.5,136.4716088,3684.202563,22.695293,66093.0,93462.54591,132181,5,0,0.0,0.0,0,0,132186,132186.0,0.0,132186,132186,0,8,16,7.565097665,15.13019533,98,291,146.25,96.5,9312.25,0,0,0,0,2,195.0,98.0,194.5,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1
38414,39359154,1,5,154,910,154,154,154.0,0.0,353,49,182.0,157.8258534,27.03310137,0.152442301,7871830.8,17379676.76,38960834,10,0,0.0,0.0,0,0,39359154,9839788.5,19488860.45,39072376,10,0,8,40,0.02540705,0.127035251,49,353,167.1428571,132.0674431,17441.80952,0,0,0,0,5,195.0,154.0,182.0,-1,1,286768.0,0.0,286768,286768,38960834.0,0.0,38960834,38960834,1
38415,60486979,3,3,69,87,23,23,23.0,0.0,32,23,29.0,5.196152423,2.579067472,0.099194903,12097395.8,26523447.77,59542100,9,60014351,30007175.5,42436540.42,60014341,10,60486979,30243489.5,42102890.67,60014729,472250,0,24,24,0.049597451,0.049597451,23,32,25.57142857,4.391550328,19.28571429,0,0,0,0,1,29.83333333,23.0,29.0,-1,3,472250.0,0.0,472250,472250,59542100.0,0.0,59542100,59542100,1
38416,104373237,11,1,424,8,64,8,38.54545455,29.2450462,8,8,8.0,0.0,4.138992067,0.114972002,9488476.091,21028470.74,52039735,7,104373228,10437322.8,21916335.13,52039735,7,0,0.0,0.0,0,0,0,88,8,0.105391002,0.009581,8,64,33.84615385,29.05697321,844.3076923,0,0,0,0,0,36.66666667,38.54545455,8.0,-1,11,82705.5,39952.24024,110956,54455,52020500.5,27201.69077,52039735,52001266,1
38417,42151,0,3,0,699,0,0,0.0,0.0,298,103,233.0,112.5833025,16583.23646,71.17268867,21075.5,29789.70158,42140,11,0,0.0,0.0,0,0,42151,21075.5,29789.70158,42140,11,0,0,24,0.0,71.17268867,103,298,200.5,112.5833025,12675.0,0,0,0,0,0,267.3333333,0.0,233.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38418,120157,0,3,0,699,0,0,0.0,0.0,298,103,233.0,112.5833025,5817.388916,24.9673344,60078.5,84948.27316,120146,11,0,0.0,0.0,0,0,120157,60078.5,84948.27316,120146,11,0,0,24,0.0,24.9673344,103,298,200.5,112.5833025,12675.0,0,0,0,0,0,267.3333333,0.0,233.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38419,269940,0,3,0,699,0,0,0.0,0.0,298,103,233.0,112.5833025,2589.464325,11.1135808,134970.0,190867.9192,269934,6,0,0.0,0.0,0,0,269940,134970.0,190867.9192,269934,6,0,0,24,0.0,11.1135808,103,298,200.5,112.5833025,12675.0,0,0,0,0,0,267.3333333,0.0,233.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38420,207208,0,3,0,380,0,0,0.0,0.0,137,106,126.6666667,17.89785834,1833.906027,14.47820547,103604.0,146499.7971,207195,13,0,0.0,0.0,0,0,207208,103604.0,146499.7971,207195,13,0,0,24,0.0,14.47820547,106,137,121.5,17.89785834,320.3333333,0,0,0,0,0,162.0,0.0,126.6666667,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38421,327017,1,2,62,124,62,62,62.0,0.0,62,62,62.0,0.0,568.77777,9.173834999,163508.5,231226.0388,327010,7,0,0.0,0.0,0,0,327017,327017.0,0.0,327017,327017,0,8,16,3.057945,6.11589,62,62,62.0,0.0,0.0,0,0,0,0,2,82.66666667,62.0,62.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1
38422,244212,0,3,0,699,0,0,0.0,0.0,298,103,233.0,112.5833025,2862.26721,12.28440863,122106.0,172668.4049,244201,11,0,0.0,0.0,0,0,244212,122106.0,172668.4049,244201,11,0,0,24,0.0,12.28440863,103,298,200.5,112.5833025,12675.0,0,0,0,0,0,267.3333333,0.0,233.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38423,38229947,1,5,154,430,154,154,154.0,0.0,113,49,86.0,33.89690251,15.27598246,0.156945025,7645989.4,16823913.41,37740725,11,0,0.0,0.0,0,0,38229947,9557486.75,18949351.56,37980969,11,0,8,40,0.026157504,0.130787521,49,154,98.57142857,37.66898434,1418.952381,0,0,0,0,5,115.0,154.0,86.0,-1,1,248967.0,0.0,248967,248967,37740725.0,0.0,37740725,37740725,1
38424,196262,0,3,0,702,0,0,0.0,0.0,298,106,234.0,110.8512517,3576.851352,15.28568954,98131.0,138759.8063,196249,13,0,0.0,0.0,0,0,196262,98131.0,138759.8063,196249,13,0,0,24,0.0,15.28568954,106,298,202.0,110.8512517,12288.0,0,0,0,0,0,269.3333333,0.0,234.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38425,63487,1,2,62,134,62,62,62.0,0.0,72,62,67.0,7.071067812,3087.246208,47.25376849,31743.5,44877.94608,63477,10,0,0.0,0.0,0,0,63487,63487.0,0.0,63487,63487,0,8,16,15.75125616,31.50251233,62,72,64.5,5.0,25.0,0,0,0,0,2,86.0,62.0,67.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1
38426,156482,2,1,596,103,298,298,298.0,0.0,103,103,103.0,0.0,4466.967447,19.17153411,78241.0,110631.0986,156469,13,13,13.0,0.0,13,13,0,0.0,0.0,0,0,0,16,8,12.78102274,6.390511369,103,298,200.5,112.5833025,12675.0,0,0,0,0,0,267.3333333,298.0,103.0,-1,2,0.0,0.0,0,0,0.0,0.0,0,0,1
38427,167653,1,2,62,124,62,62,62.0,0.0,62,62,62.0,0.0,1109.434367,17.8941027,83826.5,118533.0168,167642,11,0,0.0,0.0,0,0,11,11.0,0.0,11,11,0,8,16,5.9647009,11.9294018,62,62,62.0,0.0,0.0,0,0,0,0,2,82.66666667,62.0,62.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1
38428,83983714,2,4,175,720,103,72,87.5,21.92031022,298,62,180.0,136.2546635,10.65682806,0.071442423,16796742.8,37458647.06,83804745,6,83804745,83804745.0,0.0,83804745,83804745,83983714,27994571.33,48488005.16,83983697,6,0,16,32,0.023814141,0.047628282,62,298,136.7142857,111.1286256,12349.57143,0,0,0,0,2,159.5,87.5,180.0,-1,2,54085.0,0.0,54085,54085,83804745.0,0.0,83804745,83804745,1
38429,60008598,5,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.099985672,12001719.6,26831223.32,59998871,1290,60005747,15001436.75,29998289.51,59998871,1290,0,0.0,0.0,0,0,0,0,0,0.083321393,0.016664279,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,-1,0,4141.0,0.0,4141,4141,59998871.0,0.0,59998871,59998871,1
38430,40693550,1,5,154,414,154,154,154.0,0.0,106,49,82.8,30.85773809,13.95798597,0.147443514,8138710.0,17960084.31,40266098,9,0,0.0,0.0,0,0,40693550,10173387.5,20222842.74,40507366,9,0,8,40,0.024573919,0.122869595,49,154,96.28571429,36.84071247,1357.238095,0,0,0,0,5,112.3333333,154.0,82.8,-1,1,186175.0,0.0,186175,186175,40266098.0,0.0,40266098,40266098,1
38431,241738,0,3,0,699,0,0,0.0,0.0,298,103,233.0,112.5833025,2891.560284,12.41012998,120869.0,170919.0227,241727,11,0,0.0,0.0,0,0,241738,120869.0,170919.0227,241727,11,0,0,24,0.0,12.41012998,103,298,200.5,112.5833025,12675.0,0,0,0,0,0,267.3333333,0.0,233.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38432,62083231,3,7,349,1894,137,106,116.3333333,17.89785834,298,106,270.5714286,72.56917882,36.12891861,0.161074091,6898136.778,11434275.03,30069766,8,52029324,26014662.0,5859250.838,30157778,21871546,62083231,10347205.17,20862760.86,52205397,8,0,24,56,0.048322227,0.112751864,106,298,213.5454545,97.4262425,9491.872727,0,0,0,0,2,234.9,116.3333333,270.5714286,-1,3,155684.5,95703.3673,223357,88012,20502589.0,10319979.31,30069766,9566455,1
38433,128404,0,3,0,300,0,0,0.0,0.0,106,97,100.0,5.196152423,2336.375814,23.36375814,64202.0,90781.197,128394,10,0,0.0,0.0,0,0,128404,64202.0,90781.197,128394,10,0,0,24,0.0,23.36375814,97,106,101.5,5.196152423,27.0,0,0,0,0,0,135.3333333,0.0,100.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38434,214447,0,3,0,380,0,0,0.0,0.0,137,106,126.6666667,17.89785834,1771.999608,13.98947059,107223.5,151621.3716,214436,11,0,0.0,0.0,0,0,214447,107223.5,151621.3716,214436,11,0,0,24,0.0,13.98947059,106,137,121.5,17.89785834,320.3333333,0,0,0,0,0,162.0,0.0,126.6666667,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38435,41328623,1,5,154,942,154,154,154.0,0.0,369,49,188.4,166.4986486,26.51915115,0.145177835,8265724.6,18196461.79,40815737,8,0,0.0,0.0,0,0,41328623,10332155.75,20493780.33,41072292,8,0,8,40,0.024196306,0.120981529,49,369,171.7142857,139.5895343,19485.2381,0,0,0,0,5,200.3333333,154.0,188.4,-1,1,256323.0,0.0,256323,256323,40815737.0,0.0,40815737,40815737,1
38436,133020,0,3,0,699,0,0,0.0,0.0,298,103,233.0,112.5833025,5254.848895,22.55299955,66510.0,94043.78768,133009,11,0,0.0,0.0,0,0,133020,66510.0,94043.78768,133009,11,0,0,24,0.0,22.55299955,103,298,200.5,112.5833025,12675.0,0,0,0,0,0,267.3333333,0.0,233.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38437,293192,1,2,98,389,98,98,98.0,0.0,291,98,194.5,136.4716088,1661.027586,10.23220279,146596.0,207303.9093,293182,10,0,0.0,0.0,0,0,293192,293192.0,0.0,293192,293192,0,8,16,3.410734263,6.821468526,98,291,146.25,96.5,9312.25,0,0,0,0,2,195.0,98.0,194.5,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1
38438,103055,0,3,0,699,0,0,0.0,0.0,298,103,233.0,112.5833025,6782.785891,29.11066906,51527.5,72851.09035,103041,14,0,0.0,0.0,0,0,103055,51527.5,72851.09035,103041,14,0,0,24,0.0,29.11066906,103,298,200.5,112.5833025,12675.0,0,0,0,0,0,267.3333333,0.0,233.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38439,34587916,1,5,154,1134,154,154,154.0,0.0,465,49,226.8,218.6874482,37.238439,0.173470989,6917583.2,15264676.45,34223280,10,0,0.0,0.0,0,0,34587916,8646979.0,17211405.84,34463939,10,0,8,40,0.028911832,0.144559158,49,465,199.1428571,185.2182754,34305.80952,0,0,0,0,5,232.3333333,154.0,226.8,-1,1,123965.0,0.0,123965,123965,34223280.0,0.0,34223280,34223280,1
38440,116230655,8,65,444,61863,57,45,55.5,4.242640687,1056,47,951.7384615,302.6705241,536.0633991,0.628061504,1614314.653,6683661.419,37628238,5,114796645,16399520.71,15716231.32,37633569,352994,116230655,1816103.984,7069672.554,37632750,5,0,64,520,0.068828658,0.559232846,45,1056,842.6216216,409.2517296,167486.9782,0,0,0,0,8,854.1643836,55.5,951.7384615,-1,8,436101.6,787814.163,1818000,595,22728661.8,13916523.68,37628238,7049170,1
38441,21339,0,3,0,699,0,0,0.0,0.0,298,103,233.0,112.5833025,32756.92394,140.5876564,10669.5,15077.6379,21331,8,0,0.0,0.0,0,0,21339,10669.5,15077.6379,21331,8,0,0,24,0.0,140.5876564,103,298,200.5,112.5833025,12675.0,0,0,0,0,0,267.3333333,0.0,233.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38442,33038844,1,5,206,800,206,206,206.0,0.0,298,49,160.0,128.1073768,30.44900724,0.181604417,6607768.8,14644796.92,32804793,7,0,0.0,0.0,0,0,33038844,8259711.0,16391054.92,32845915,7,0,8,40,0.030267403,0.151337014,49,298,158.8571429,108.5271526,11778.14286,0,0,0,0,5,185.3333333,206.0,160.0,-1,1,192922.0,0.0,192922,192922,32804793.0,0.0,32804793,32804793,1
38443,206756,0,3,0,699,0,0,0.0,0.0,298,103,233.0,112.5833025,3380.796688,14.50985703,103378.0,146184.4275,206746,10,0,0.0,0.0,0,0,206756,103378.0,146184.4275,206746,10,0,0,24,0.0,14.50985703,103,298,200.5,112.5833025,12675.0,0,0,0,0,0,267.3333333,0.0,233.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38444,115286056,6,15,606,1515,101,101,101.0,0.0,101,101,101.0,0.0,18.39771498,0.182155594,5764302.8,18139281.66,79914256,8,107395309,21479061.8,33909988.09,80177706,806859,115286056,8234718.286,21483411.96,80086400,8,0,48,120,0.052044455,0.130111139,101,101,101.0,0.0,0.0,0,0,0,0,2,105.8095238,101.0,101.0,-1,6,693518.6667,560643.5271,1073141,49575,36312838.33,38360901.69,79914256,7748546,1
38445,104087684,11,1,424,8,64,8,38.54545455,29.2450462,8,8,8.0,0.0,4.150346932,0.115287415,9462516.727,20812217.98,51558016,8,104087676,10408767.6,21687147.23,51558016,8,0,0.0,0.0,0,0,0,88,8,0.10568013,0.009607285,8,64,33.84615385,29.05697321,844.3076923,0,0,0,0,0,36.66666667,38.54545455,8.0,-1,11,358409.5,2407.69859,360112,356707,51556241.0,2510.229073,51558016,51554466,1
38446,153547,0,3,0,702,0,0,0.0,0.0,298,106,234.0,110.8512517,4571.89004,19.53799162,76773.5,108555.7402,153534,13,0,0.0,0.0,0,0,153547,76773.5,108555.7402,153534,13,0,0,24,0.0,19.53799162,106,298,202.0,110.8512517,12288.0,0,0,0,0,0,269.3333333,0.0,234.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38447,13,1,1,156,156,156,156,156.0,0.0,156,156,156.0,0.0,24000000.0,153846.1538,13.0,0.0,13,13,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,76923.07692,76923.07692,156,156,156.0,0.0,0.0,0,0,0,0,1,234.0,156.0,156.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1
38448,33776230,1,5,154,990,154,154,154.0,0.0,393,49,198.0,179.5243716,33.86997306,0.177639719,6755246.0,14920797.1,33445899,10,0,0.0,0.0,0,0,33776230,8444057.5,16810662.36,33659917,10,0,8,40,0.02960662,0.148033099,49,393,178.5714286,150.926977,22778.95238,0,0,0,0,5,208.3333333,154.0,198.0,-1,1,116303.0,0.0,116303,116303,33445899.0,0.0,33445899,33445899,1
38449,138824,2,1,596,94,298,298,298.0,0.0,94,94,94.0,0.0,4970.322135,21.61009624,69412.0,98149.24966,138814,10,10,10.0,0.0,10,10,0,0.0,0.0,0,0,0,16,8,14.40673082,7.203365412,94,298,196.0,117.7794549,13872.0,0,0,0,0,0,261.3333333,298.0,94.0,-1,2,0.0,0.0,0,0,0.0,0.0,0,0,1
38450,10091378,0,4,0,248,0,0,0.0,0.0,62,62,62.0,0.0,24.57543459,0.396377977,3363792.667,5826245.948,10091362,8,0,0.0,0.0,0,0,10091378,3363792.667,5826245.948,10091362,8,0,0,32,0.0,0.396377977,62,62,62.0,0.0,0.0,0,0,0,0,0,77.5,0.0,62.0,-1,0,8.0,0.0,8,8,10091362.0,0.0,10091362,10091362,1
38451,265392,0,3,0,702,0,0,0.0,0.0,298,106,234.0,110.8512517,2645.143787,11.30403328,132696.0,187646.3407,265382,10,0,0.0,0.0,0,0,265392,132696.0,187646.3407,265382,10,0,0,24,0.0,11.30403328,106,298,202.0,110.8512517,12288.0,0,0,0,0,0,269.3333333,0.0,234.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38452,223914,0,3,0,699,0,0,0.0,0.0,298,103,233.0,112.5833025,3121.734237,13.39800102,111957.0,158315.5515,223903,11,0,0.0,0.0,0,0,223914,111957.0,158315.5515,223903,11,0,0,24,0.0,13.39800102,103,298,200.5,112.5833025,12675.0,0,0,0,0,0,267.3333333,0.0,233.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38453,249750,0,3,0,300,0,0,0.0,0.0,106,97,100.0,5.196152423,1201.201201,12.01201201,124875.0,176585.7765,249740,10,0,0.0,0.0,0,0,249750,124875.0,176585.7765,249740,10,0,0,24,0.0,12.01201201,97,106,101.5,5.196152423,27.0,0,0,0,0,0,135.3333333,0.0,100.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1
38454,33811307,1,5,154,1086,154,154,154.0,0.0,441,49,217.2,205.6214969,36.67412206,0.177455429,6762261.4,14975426.9,33550777,10,0,0.0,0.0,0,0,33811307,8452826.75,16782607.13,33626398,10,0,8,40,0.029575905,0.147879524,49,441,192.2857143,173.7505053,30189.2381,0,0,0,0,5,224.3333333,154.0,217.2,-1,1,184899.0,0.0,184899,184899,33550777.0,0.0,33550777,33550777,1
38455,70844,1,2,62,134,62,62,62.0,0.0,72,62,67.0,7.071067812,2766.6422,42.34656428,35422.0,50084.37331,70837,7,0,0.0,0.0,0,0,70844,70844.0,0.0,70844,70844,0,8,16,14.11552143,28.23104285,62,72,64.5,5.0,25.0,0,0,0,0,2,86.0,62.0,67.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1
38456,195121,1,2,62,115,62,62,62.0,0.0,62,53,57.5,6.363961031,907.1294223,15.37507495,97560.5,137960.0685,195113,8,0,0.0,0.0,0,0,195121,195121.0,0.0,195121,195121,0,8,16,5.125024984,10.25004997,53,62,59.75,4.5,20.25,0,0,0,0,2,79.66666667,62.0,57.5,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1
38457,222800,1,2,62,134,62,62,62.0,0.0,72,62,67.0,7.071067812,879.7127469,13.46499102,111400.0,157526.4203,222788,12,0,0.0,0.0,0,0,222800,222800.0,0.0,222800,222800,0,8,16,4.488330341,8.976660682,62,72,64.5,5.0,25.0,0,0,0,0,2,86.0,62.0,67.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1
38458,401479,1,2,62,134,62,62,62.0,0.0,72,62,67.0,7.071067812,488.1948994,7.472370909,200739.5,283875.7955,401470,9,0,0.0,0.0,0,0,401479,401479.0,0.0,401479,401479,0,8,16,2.490790303,4.981580606,62,72,64.5,5.0,25.0,0,0,0,0,2,86.0,62.0,67.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1
38459,145638,1,2,62,124,62,62,62.0,0.0,62,62,62.0,0.0,1277.139208,20.59901949,72819.0,102971.7179,145631,7,0,0.0,0.0,0,0,145638,145638.0,0.0,145638,145638,0,8,16,6.866339829,13.73267966,62,62,62.0,0.0,0.0,0,0,0,0,2,82.66666667,62.0,62.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1
38460,2900769,1,2,62,124,62,62,62.0,0.0,62,62,62.0,0.0,64.12092793,1.034208515,1450384.5,2051142.117,2900761,8,0,0.0,0.0,0,0,2900769,2900769.0,0.0,2900769,2900769,0,8,16,0.344736172,0.689472343,62,62,62.0,0.0,0.0,0,0,0,0,2,82.66666667,62.0,62.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1
38461,13345,1,2,62,134,62,62,62.0,0.0,72,62,67.0,7.071067812,14687.14874,224.8032971,6672.5,9420.783646,13334,11,0,0.0,0.0,0,0,13345,13345.0,0.0,13345,13345,0,8,16,74.93443237,149.8688647,62,72,64.5,5.0,25.0,0,0,0,0,2,86.0,62.0,67.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1
38462,186447,1,2,62,134,62,62,62.0,0.0,72,62,67.0,7.071067812,1051.237081,16.09036348,93223.5,131823.7959,186437,10,0,0.0,0.0,0,0,186447,186447.0,0.0,186447,186447,0,8,16,5.363454494,10.72690899,62,72,64.5,5.0,25.0,0,0,0,0,2,86.0,62.0,67.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1
38463,506162,1,2,62,134,62,62,62.0,0.0,72,62,67.0,7.071067812,387.2278045,5.926956192,253081.0,357896.4404,506152,10,0,0.0,0.0,0,0,506162,506162.0,0.0,506162,506162,0,8,16,1.975652064,3.951304128,62,72,64.5,5.0,25.0,0,0,0,0,2,86.0,62.0,67.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1
38464,29628390,1,5,154,958,154,154,154.0,0.0,377,49,191.6,170.8385202,37.53157023,0.202508472,5925678.0,12982389.07,29148287,10,0,0.0,0.0,0,0,29628390,7407097.5,14659938.8,29396394,10,0,8,40,0.033751412,0.16875706,49,377,174.0,143.3620126,20552.66667,0,0,0,0,5,203.0,154.0,191.6,-1,1,231981.0,0.0,231981,231981,29148287.0,0.0,29148287,29148287,1
38465,104261594,11,1,424,8,64,8,38.54545455,29.2450462,8,8,8.0,0.0,4.143424088,0.115095114,9478326.727,21012952.36,52015158,9,104261584,10426158.4,21900328.09,52015158,9,0,0.0,0.0,0,0,0,88,8,0.105503854,0.009591259,8,64,33.84615385,29.05697321,844.3076923,0,0,0,0,0,36.66666667,38.54545455,8.0,-1,11,73679.0,32146.48849,96410,50948,51978977.5,51166.95379,52015158,51942797,1
